789.167	789.167	789.167	789.167	789.167	789.167	789.167	789.167	
480.5	522.667	522.667	522.667	480.5	480.5	480.5	480.5	
512.917	512.917	512.917	512.917	512.917	512.917	512.917	512.917	
696.917	696.917	696.917	696.917	696.917	696.917	696.917	696.917	
569.25	569.25	563.583	563.583	563.583	563.583	563.583	563.583	
642.583	642.583	642.583	642.583	642.583	642.583	642.583	642.583	
488.833	488.833	502.583	488.833	488.833	488.833	488.833	488.833	
558.917	558.917	558.917	558.917	558.917	558.917	558.917	558.917	
476.667	476.667	476.667	476.667	476.667	476.667	476.667	476.667	
714.417	714.417	714.417	714.417	714.417	714.417	714.417	714.417	
432.333	432.333	432.333	432.333	432.333	432.333	432.333	432.333	
481.917	481.917	481.917	481.917	481.917	481.917	481.917	481.917	
1123.83	955.167	903.5	940.167	881	777.167	877	811.833	
1077.67	1135.5	1264.67	1236.67	1112.67	1174.5	1073.17	1094.5	
946.5	932.167	828.667	819.5	785	875.833	834.5	762.833	
956	886.833	901	911.833	1002.83	906.333	944.5	988	
966.333	960.5	797.333	868	910.167	805.167	941.167	969.5	
901.833	865	822	864	893.333	835.667	851.333	916.333	
775.833	971.5	879.167	845.667	824	818.5	823.833	775.833	
1135.17	1083.17	1043	1087.67	945.5	878.833	981.667	937.833	
1165	1026.5	1134.17	1121.33	1021.5	1010.5	1026.33	1020.17	
816.667	793	760.333	829.667	764.333	790.167	751.333	940.333	
724.25	750.667	825.083	726.583	684.583	755.75	783.333	735.5	
702.333	753.167	759.5	757.667	735.583	676.917	700.417	636.833	
934.667	727.583	771.667	758.417	761.333	739.833	751.167	747.083	
869.75	815.25	889.917	820.25	814	832.917	817.583	827.25	
702.25	629.75	641.667	624.917	607.417	586	591.667	560.167	
858	776.167	892.417	846.75	928.167	795.25	813.417	797.25	
659	752.583	625.167	607.167	654.333	645.833	620.583	634.583	
633.083	862.25	782	971.083	746.75	635.333	720.083	592.583	
841.083	814.333	784.667	723	790.417	715.25	775.083	711	
760	757.667	772.583	978.75	661.667	671.667	625.75	640.75	
804.667	876	956.167	845.167	774	806	754.833	839	
1076.67	1057.17	1013	1030.67	1016.67	994.167	981	908.667	
985.167	894	914.667	875.833	820	809.5	844.333	822.333	
1025.33	1031.5	1080.17	1034	960.833	988.833	1050.17	985.167	
908.5	847.667	831.333	868.833	795.167	864.333	914	762.167	
817.167	861.667	935.333	838.333	817.167	820	841	820	
942.167	975.167	962.167	1012	925.833	910.833	905.167	879.167	
847.5	858	845	980.667	735.167	736.167	727.167	695.5	
899.167	850.833	819.5	900.167	797.833	832.833	799.167	797.833	
931.833	1003	908.333	809.167	744.333	864.667	819.833	843.833	
714.167	654.333	682.75	629.25	599.5	633.417	645.083	608	
643.5	651.417	670.333	733.5	675.583	646.583	671.417	626.75	
664.417	662.667	681.75	668.833	600	631.917	638.25	658	
798.75	778	743.667	752.667	677.417	739.833	720.917	737.833	
614.083	617	687.75	664.417	598.583	603.083	575.583	568.917	
631.833	675.167	651.333	679.667	647.5	639.75	667.583	612.333	
719	774.25	728.333	773.333	755.75	724.75	689	681.083	
750.417	783.833	771.167	804.833	783.417	725.75	725.75	725.75	
792.417	768.667	751.75	721.917	731.917	750.833	729.417	747.75	
916	940.25	1025.58	862.75	907.667	761.25	800.417	779.75	
810.333	808.5	789.833	826	770.833	763.333	769.167	779.333	
1052.83	967	963.167	999.833	956.5	955.5	999.667	992.333	
791.167	862.5	881.5	865.833	769.333	735	782.833	753.333	
803.833	838.167	829.5	768.833	757	767.667	757	796.333	
1019.83	963.167	969.667	992.667	945.5	929.5	941.5	959.5	
1012	952.167	938.333	981.333	953.833	935.333	952.167	947.167	
924.333	826	903.167	875.667	843.333	842.333	894	814.833	
976.167	977.167	941.833	967.833	920.5	928.167	928.833	909.833	
827	788.333	773.667	811.333	736.833	771.333	748	764.667	
933.667	916.167	911.667	920.333	871.167	903.167	877.5	901	
760.25	684.5	676.5	759.833	630	649.25	644.25	630	
686.917	573.083	582.583	644.167	598.417	627.083	603.833	609.917	
733.583	776.5	781.25	827.667	765.917	749.25	755.167	741	
871.833	857.333	873.333	875.917	827.583	837.5	841.167	860.083	
915.333	867	896	922.417	928.833	936.25	909	876.083	
697.333	674.417	640.583	677.667	680	660	660.75	661	
660.75	674.833	702.333	669.5	657.583	608.417	648.833	655.083	
768.5	713.083	741	729.333	723	721.583	728.333	699.833	
578.167	653.917	651.75	612.667	658.167	627	585.417	570.667	
660.75	628.667	639.5	667.25	620.75	597.417	644.25	597.417	
1103.67	1142.67	1048.67	1048.33	1278.83	1228.83	1082.33	1081.5	
1235.5	1247.67	1266.67	1198	1199.83	1149.83	1354.17	1126.67	
1205.83	1170.83	1261.5	1040	1054.33	1213.67	1166.5	1225.83	
1229.33	1286.83	1182	1310.17	1142.17	1206	1152.5	1150.33	
1287.17	1144.5	1318.33	1252.67	1161.33	1124.83	1157.17	1203.17	
1334.67	1222.83	1305.67	1280.5	1300.67	1185	1252.5	1268.83	
1199.33	1211.83	1324.5	1271.17	1329.67	1184.67	1093.67	1131.67	
1310.5	1310.5	1255	1226.33	1091.17	1158.5	1180	1203	
1333.5	1432.17	1157.5	1291	1083.33	1084.5	1120.17	1384	
1266.33	1209.5	1237.83	1228.83	1067.33	1123.5	1157	1111.17	
913.333	874.417	824	968.5	818.417	894.75	827.25	883	
1062.5	983.417	1070.25	1034.25	959.583	984.5	1021.25	998.25	
986.417	862.667	853	937.583	876.75	832.75	1019.17	847.667	
1160.17	955.75	1189.17	1252.42	918	919.583	1058.17	985.917	
860.5	790.083	888.25	1032.25	857.333	878.583	908.25	856.083	
1216.83	1223.75	1109.17	1130	1044.75	1011.08	995.917	1061.42	
1059.08	942	953.917	926.25	930.333	907.833	859.25	881.917	
1012.17	1026.75	935.167	1031	936.833	924.167	914.917	924.083	
958.75	1143.08	972.75	1034.33	966.417	923	792.833	873.5	
1034.58	1061.5	1050.25	1028.67	1037.08	974.667	931.833	984.75	
1230.67	1070.67	1043.67	1157.67	1013.17	1070	1009.5	1052.17	
1074	1194.33	1133.67	1006	1134.5	1032.83	1001.83	987.833	
1345.33	1322	1371.83	1378.5	1265.83	1230	1294.33	1314.5	
1282.17	1222.5	1157.83	1217.5	1125.17	994.833	962.333	1034.33	
1180	1284.33	1244.5	1250.5	1180.33	1184.83	1121.5	1181.67	
1236	1094.17	1150.33	1112.67	982.5	1065	1059.67	1005.33	
1109.67	1174.67	1248.83	1296.17	1248.17	1130.33	1205	1069.67	
1108.17	1065.83	1106.5	1207.83	1060.67	1115.67	1077.17	1155.5	
1282	1234	1193	1142.67	1122.67	1152	1045.17	1157.33	
1092	1161	1143.33	1049.17	1161.33	1010.17	1046.67	1046.5	
899.917	920.583	944.833	1069.5	877.917	936.917	899.417	865.417	
1021	1026.17	1028	938.5	833.333	834.917	874.667	827.833	
953.417	798.083	881.167	833.333	888.5	787.833	838.417	849	
863.917	911.083	878.25	859	826.75	809.833	794.667	772.583	
1074.92	991.083	897.417	922.167	885.083	903.167	820.167	925.583	
963	997.25	1096.67	948.917	992.917	923.833	956.75	966.417	
982.333	993.083	1093.67	963.833	931.083	949.167	953.583	910.75	
985.583	1043.75	984.667	922.917	893.5	868.667	919.833	962	
919.917	832.333	973.75	896.833	762.5	812.333	835.417	830.667	
856.75	992.417	1013.42	928	972.167	883.667	935.917	909.333	
1089.33	1127.5	1188.83	1059.5	910.833	981.167	952.167	914.833	
1179	1168.83	1230	1193.5	1096.67	1113	1086.5	1178	
1119.17	1153.5	1162	1107.33	1141.17	1112.17	1089.67	1047.5	
1122.67	1090.67	1154.17	1068.17	984.833	1060.83	964	987	
1224.67	1190.17	1169.17	1126.83	1126	1018.5	1121.5	1047.83	
1042	1071.33	971.667	1049	1004.67	951.333	962.667	958.667	
1243.33	1165.17	1286.33	1167.67	1152	1174.5	1078.17	1094	
1242.67	1186	943.333	1180.5	1051.33	959	991.167	1024.33	
1066	1111	1142.67	1144	1071.83	1012.33	1139.17	1060	
1302	1231.17	1270.67	1266.67	1213.17	1256.17	1189.83	1231.17	
865.083	840.667	880.917	871.583	814.333	862.25	814.5	796.833	
900.75	971.917	897.083	948.333	860.583	830.583	889.083	912.083	
928.917	973.5	918.667	848.167	870.167	849.583	832.25	885.583	
989.25	1040.67	1056.33	972.5	917.417	869.167	927.083	875.25	
820	794.083	778.75	846.167	721.083	784.167	779.667	752.25	
1028.67	953.167	977.333	932.75	778.167	877.75	909.5	833.917	
1032.42	855.667	902.333	1003.17	987.417	954.833	959.917	910.417	
1028.5	993.917	986.083	1137.67	912.083	957.25	964.583	946.083	
827.75	876.583	859.25	821.75	762	803.75	790.833	801.5	
877.083	999.583	868.833	873.583	852.833	842.333	895.75	809.167	
1613	1483.5	1335	1598.17	1312	1442.5	1487.5	1285.17	
1518.67	1618.33	1588	1662.5	1369.67	1412.5	1378.17	1453.5	
1656.67	1467.67	1576.33	1541	1533.5	1291	1561.83	1353.67	
1539.33	1477.5	1551.33	1461	1345.5	1663.17	1323.67	1407	
1389.17	1731.5	1474.33	1370.5	1438.83	1284.83	1330	1264.83	
1558.83	1501.83	1468	1441.83	1380.33	1359.5	1390.17	1329.67	
1507	1577.83	1467.67	1457.67	1386.33	1433.17	1306.67	1552.33	
1560.5	1492.33	1558.5	1588.5	1546.83	1558.33	1507.83	1514.17	
1407	1670.33	1573.83	1504	1437.5	1499.5	1622.17	1498.67	
1593	1702.17	1691.33	1472	1442.33	1564.67	1379.83	1355.5	
1214.58	1059	1043.58	1039.67	917.833	973.583	1111.25	1035.33	
1285.42	1265.67	1296.67	1034.75	1018.25	1151.75	1154.67	1137.08	
1181.75	1136.58	1099.75	1168.67	1207.5	1018.17	1049.33	1021.67	
1335.92	1107.17	1392.42	1200.58	1037.25	1048.17	1102	1021.42	
1237.67	1187	1283.17	1349.75	1100.58	1258.33	1061.5	1158.83	
1139.25	1269.75	1094.92	1173.33	1214.83	1047	1027.75	969.75	
1225.33	1167.58	1167.92	1112.17	1079.25	1108.42	1079.75	1050.5	
1180.08	1174.33	1216.5	1381.5	1046.83	1148.08	1098.58	1096.25	
1054.92	1287.67	1180.58	1253.83	991.333	980.667	968.417	1025.75	
1217.83	1133.33	1280.08	1112	1101.42	1111.83	1007.58	1048.92	
1648.67	1629.83	1616.67	1446.17	1407.83	1588.67	1447.5	1363	
1563.5	1481.33	1454.5	1344.5	1265.67	1354.5	1344.17	1369.17	
1686	1535.5	1571.67	1734.83	1527.17	1593.33	1515.5	1441.83	
1415.17	1428	1619.5	1571.67	1349	1303.17	1364.17	1407.5	
1474.5	1496.67	1378.5	1393.83	1381.33	1478.17	1404.83	1355.67	
1417.5	1451.67	1495.5	1351	1416.33	1280.5	1369.67	1357.33	
1539.67	1448.5	1492.33	1298.67	1317.67	1453	1353.17	1265	
1494.5	1675.17	1676.83	1429	1529.33	1364.83	1312.67	1471.17	
1524.83	1515	1572.5	1547.5	1438.67	1535.17	1402.5	1364	
1564.5	1488.17	1415.83	1373.83	1290.17	1387.67	1193.83	1411	
1235.75	1124.75	1203.5	1167.25	1021.75	1093.33	1079.33	1138.58	
1341.08	1178.67	1070.75	1218.58	1068.25	1108.92	1125.75	1210.67	
1209.92	1061.83	1138.25	1109.25	1049.75	951.833	1032.08	1060.42	
1308.17	1217.92	1286.67	1176	1049.08	1021.5	1060.17	1067.75	
1133.92	1042	1072.58	1107.42	959.75	1012.67	1041.25	1019.92	
1086	1153.08	1262.67	1252.67	1021.08	1020.83	1160.5	1024.58	
1455.17	1330.5	1188.5	1285.83	1205.25	1179.42	1131.42	1125.33	
1121.08	1279.75	1183.33	1199.83	1128.83	1169.5	1130	1153.58	
1250.75	1136.33	1262.5	1192.75	1060.92	1031.42	1042.67	1005.58	
1178	1150.33	1206.58	1052.33	1111.17	1057.58	1199	1143.75	
1453.83	1360.5	1409.83	1381.17	1200.5	1220.67	1208.5	1258.67	
1441.83	1503.33	1319	1448.83	1295.83	1347.5	1301.33	1364.33	
1532.17	1412.67	1428.33	1351.67	1395.33	1300.33	1361	1468.5	
1403.5	1485	1401.83	1560.5	1348.67	1305.83	1348.5	1274.17	
1645.5	1321.33	1444.83	1483.33	1379.5	1311.67	1344.83	1319.5	
1300.33	1501.83	1398	1250.5	1212	1210.33	1228	1252.17	
1359.83	1521.33	1458.5	1385.5	1319.17	1215	1241	1247.83	
1324.17	1320.83	1505.17	1354	1337.5	1344.33	1317.17	1286.5	
1548.17	1499.83	1360.67	1447	1361.33	1467.67	1206	1155	
1335.5	1316.67	1381.17	1405.33	1292.17	1353.67	1195	1390.67	
1242.75	1153.25	1142.58	1136.17	1127.08	1050.67	1125.17	1117.5	
1030.25	1002.67	1114.08	1052.5	941.333	1025.58	925.25	890.417	
1159.92	1120.58	1071.08	1128.58	974.5	980.5	1062.83	1024.58	
1005.25	1114.17	1066.33	1037.83	900.5	1004.33	956	964.75	
1185.83	1209.5	1185.92	1200.67	1106	1024.5	1091.58	1070.83	
1166.08	1181.83	1123	1258	1096.42	1081.33	1066.42	1071.67	
1196.92	1165.08	1185.08	1144.92	1129.83	1021.92	1160.92	1085	
1038.5	1067.5	1121.08	1051.25	1077.33	1058.92	1043.83	998.333	
1057.5	1172.08	1179.83	1178.08	1056	1051.25	1078.67	934.583	
1133.58	1082.83	1117.92	1118.08	959.583	1081	967.25	1047.92	
1906.83	1757.83	1543	1819.5	1653.33	1754	3356.67	1667.33	
1801	1828.17	1727.33	1678.17	1592	1583.67	1565.33	1869	
1860.67	1650.83	1572.67	1863	1903.5	1532.33	1679.83	1594.33	
1819.33	1771.67	1701.5	1590.5	1642.83	1670.17	1669.33	1616.33	
1809.33	1772	1852.33	1699.33	1731.33	1604.67	1573.33	1463.33	
2111.33	2063.17	2040.33	1900.83	1944.83	1993.67	1798.5	1811.67	
1719.33	2050.5	1808	1856.17	1671.83	1849.17	1893.5	1752.67	
2082	1755.17	1784.5	1670.33	1616.33	1682.33	1666.5	1480.67	
1929.5	1789.33	1744.33	1675	1710.83	1762.83	1662.67	1621.17	
1776.17	1844.33	1813.5	1770	1585.17	1514.67	1607	1549.83	
1552.92	1416	1382.08	1381.33	1233.17	1285.08	1219.75	1168.67	
1491	1473.75	1324.42	1584.5	1331.08	1400.33	1480.92	1219.58	
1670.08	1421.42	1461.42	1301.5	1293.75	1271.17	1230.58	1345.92	
1288.5	1397.5	1449.83	1357.08	1274	1350.83	1279.58	1214.83	
1553.17	1375.92	1441.67	1379.92	1309.33	1266.75	1271.42	1242	
1652.25	1418.25	1489	1439.33	1412.17	1488.17	1484.25	1469.25	
1538.92	1430.17	1453.67	1573	1433.58	1374.5	1379.5	1291.5	
1401	1409.83	1378.67	1309.58	1335.67	1251.5	1251.42	1265	
1421.5	1378.5	1646.08	1490.08	1434	1437.33	1349.33	1260.25	
1440.92	1317.67	1389.83	1210	1235.58	1308.42	1164.25	1241.92	
1877.33	1984	1797	1705.5	1614	1632.67	1621.17	1656.5	
1853.83	1708.33	1689.67	1823	1729.5	1672	1628.17	1683	
1732.67	1810.67	1722.67	1776	1707	1583.33	1568.67	1707.17	
1901.67	1709.33	1774.17	1744	1698.67	1667	1582	1644.67	
1845	1775.83	1755.5	1721.83	1569.5	1623.33	1739	1722	
1929.67	1709.83	1769	1794.33	1775.17	1625.33	1686.67	1635.17	
1687.67	1612.83	1543.17	1725.5	1513.5	1547.67	1443.67	1451.67	
1820.33	1605.5	1709.5	1882.33	1594.83	1636.33	1553	1521.67	
1593.67	1834.33	1681	1671.17	1710.33	1495.33	1633	1627.33	
1777.83	1690	1860.5	1721.33	1572	1613.67	1833.17	1588.67	
1528.25	1397.5	1479.75	1321.83	1330.08	1360.67	1414.42	1338.75	
1353.33	1361.58	1251.83	1308.75	1295.58	1206.83	1252.67	1253.83	
1406.75	1514.08	1527.92	1400.33	1352.08	1326.25	1329.25	1258.25	
1229.5	1337.83	1359.58	1325	1206.92	1196.25	1266.25	1189.25	
1368.33	1364.25	1385.42	1535	1179.67	1273.58	1240.25	1208.17	
1378.75	1258	1337	1357.08	1094.17	1229.42	1186.08	1164.67	
1272.17	1360.75	1148	1279.92	1209.5	1265.33	1244.33	1238.67	
1470.42	1243.75	1305.25	1487.17	1352.58	1231	1220.17	1270.67	
1354.42	1302.75	1348.83	1260.92	1296.17	1279.92	1304.17	1234.58	
1451.75	1369.42	1257	1378.83	1329.75	1193.83	2554.17	1273.33	
1804.5	1773.5	1783.5	1615.67	1644.33	1520.33	1563.83	1610.33	
1706	1524.67	1586.67	1503.67	1501.33	1551	1493.83	1473.67	
1637.33	1809.5	1787.83	1701.83	1599	1635.17	1521.83	1600	
1873	1718	1777.83	1719.17	1572.5	1595.33	1566.5	1512	
1813.67	1675.33	1825.5	1704.67	1584.5	1552.17	1618	1524	
1962.67	1722.33	1657.17	1733.33	1736.33	1897.5	1649.67	1697	
1644.33	1895.83	1690.5	1714	1404.33	1688.33	1590.17	1594.17	
1573.83	1663	1534	1662.5	1451	1494.33	1535.5	1513.5	
1876.33	1841.5	1803.67	1877	1544	1496.5	1746.67	1582.67	
1549.17	1603.33	1626.67	1697	1634.33	1590.67	1556.83	1557.5	
1261.75	1394.08	1229	1213.33	1197.17	1248.92	1324.17	1225.42	
1310.92	1267.83	1412.08	1303.83	1230.67	1272.08	1234.75	1172.58	
1400.83	1243	1403.75	1345.17	1305.17	1202.5	1186.75	1304.33	
1410.25	1300.17	1382.42	1351.08	1327.08	1276	1253.75	1285.33	
1342.83	1412.67	1275.83	1329.17	1223.42	1193.92	1236.17	1132.17	
1332.33	1219.17	1255.08	1278.33	1167.92	1239.92	1133.92	1216	
1488.5	1380.83	1312.42	1317.92	1295.67	1218.17	1251.67	1245.67	
1354.75	1391.92	1343.25	1388.08	1272.67	1340	1251.5	1238.25	
1274.33	1481.67	1387.17	1417.83	1282.42	1294.92	1341.67	1219.33	
1370.08	1248.25	1341.92	1335.17	1318.33	1201.67	1221.58	1176.33	
